Customer_ID,Gender,Category,Previous_Purchases,Review_Rating,Size,Season,Location,Subscription_Status,Frequency_of_Purchases,Payment_Method,Shipping_Type,Color,Discount_Applied,Preferred_Payment_Method,Promo_Code_Used,Item_Purchased,Cluster,Silhouette,Age,Purchase_Amount_USD
3012,Female,Accessories,18,3.0,S,Summer,Nevada,No,Every 3 Months,Bank Transfer,Next Day Air,Brown,No,Credit Card,No,Belt,C2,0.657096,20,70
3013,Female,Accessories,16,3.5,M,Fall,Idaho,No,Annually,Credit Card,Standard,Teal,No,PayPal,No,Belt,C2,0.499197,42,65
3014,Female,Clothing,13,4.2,L,Summer,Arizona,No,Monthly,Debit Card,Store Pickup,Peach,No,Cash,No,Skirt,C2,0.515638,41,55
3015,Female,Clothing,38,4.5,M,Spring,Utah,No,Every 3 Months,Credit Card,Express,Maroon,No,PayPal,No,T-shirt,C2,0.662891,24,65
3016,Female,Accessories,27,2.8,XL,Spring,Wyoming,No,Bi-Weekly,Venmo,Express,Lavender,No,Bank Transfer,No,Scarf,C3,0.584999,37,21
3017,Female,Clothing,31,4.9,L,Summer,Indiana,No,Quarterly,Credit Card,Store Pickup,Lavender,No,Bank Transfer,No,Blouse,C2,0.513649,30,26
3018,Female,Accessories,24,3.3,S,Summer,Wisconsin,No,Bi-Weekly,Bank Transfer,Next Day Air,Purple,No,Cash,No,Sunglasses,C1,0.63824,58,71
3019,Female,Footwear,21,3.0,M,Summer,Texas,No,Bi-Weekly,Debit Card,Free Shipping,Green,No,Debit Card,No,Boots,C3,0.611399,43,41
3020,Female,Outerwear,15,3.9,M,Winter,Utah,No,Annually,Venmo,2-Day Shipping,Yellow,No,PayPal,No,Jacket,C2,0.638152,19,44
3021,Female,Clothing,48,2.8,S,Fall,Arkansas,No,Every 3 Months,Bank Transfer,Store Pickup,Charcoal,No,Venmo,No,Jeans,C2,0.632631,23,81
3022,Female,Accessories,47,4.5,S,Summer,Pennsylvania,No,Quarterly,Debit Card,2-Day Shipping,Blue,No,Cash,No,Sunglasses,C1,0.649048,65,77
3023,Female,Footwear,23,4.0,M,Fall,Georgia,No,Weekly,Debit Card,Free Shipping,Lavender,No,PayPal,No,Sandals,C3,0.678407,58,26
3024,Female,Accessories,4,2.9,M,Summer,Indiana,No,Quarterly,PayPal,Express,Brown,No,PayPal,No,Backpack,C3,0.673983,50,31
3025,Female,Clothing,47,4.0,S,Spring,Idaho,No,Every 3 Months,Credit Card,Free Shipping,White,No,Credit Card,No,Blouse,C1,0.654439,67,82
3026,Female,Footwear,7,3.4,XL,Summer,Montana,No,Monthly,Debit Card,Store Pickup,Green,No,PayPal,No,Shoes,C2,0.564936,40,60
3027,Female,Clothing,6,2.5,L,Fall,Tennessee,No,Annually,Venmo,Free Shipping,Magenta,No,Credit Card,No,Shirt,C1,0.633164,55,70
3028,Female,Clothing,47,2.8,XL,Winter,West Virginia,No,Quarterly,Bank Transfer,2-Day Shipping,Peach,No,Credit Card,No,Hoodie,C3,0.676331,52,26
3029,Female,Clothing,7,3.0,L,Summer,California,No,Every 3 Months,PayPal,Free Shipping,Charcoal,No,PayPal,No,Dress,C1,0.670738,62,100
3030,Female,Clothing,1,3.1,M,Summer,Georgia,No,Quarterly,Bank Transfer,Free Shipping,Gold,No,Debit Card,No,Dress,C1,0.664671,64,82
3031,Female,Footwear,23,2.6,XL,Spring,Maryland,No,Weekly,PayPal,2-Day Shipping,Purple,No,Credit Card,No,Sneakers,C3,0.635576,43,24
3032,Female,Clothing,30,4.9,L,Summer,Idaho,No,Monthly,PayPal,2-Day Shipping,Teal,No,Credit Card,No,Blouse,C1,0.649025,61,74
3033,Female,Accessories,24,3.5,XL,Summer,California,No,Quarterly,Debit Card,Next Day Air,Green,No,Credit Card,No,Backpack,C2,0.660718,26,58
3034,Female,Clothing,9,2.6,L,Spring,Alabama,No,Weekly,PayPal,Store Pickup,Orange,No,PayPal,No,Sweater,C2,0.660957,22,56
3035,Female,Footwear,25,3.5,L,Spring,Utah,No,Quarterly,PayPal,2-Day Shipping,Peach,No,Credit Card,No,Boots,C3,0.675249,51,37
3036,Female,Accessories,18,4.5,M,Spring,Kentucky,No,Bi-Weekly,Bank Transfer,Free Shipping,Gold,No,Cash,No,Handbag,C1,0.557929,69,64
3037,Female,Clothing,7,4.3,S,Spring,Vermont,No,Fortnightly,PayPal,Next Day Air,Violet,No,Venmo,No,Hoodie,C3,0.52369,50,58
3038,Female,Accessories,2,4.8,L,Summer,Iowa,No,Annually,Debit Card,Next Day Air,Charcoal,No,Cash,No,Belt,C3,0.655695,51,44
3039,Female,Accessories,36,4.2,M,Summer,Georgia,No,Annually,Bank Transfer,Free Shipping,Brown,No,Debit Card,No,Jewelry,C3,0.671415,56,39
3040,Female,Clothing,31,3.2,L,Spring,Alabama,No,Bi-Weekly,Bank Transfer,Next Day Air,Blue,No,PayPal,No,Blouse,C3,0.628305,59,48
3041,Female,Accessories,10,4.1,M,Fall,Nebraska,No,Fortnightly,PayPal,Express,Gold,No,Cash,No,Handbag,C2,0.606179,18,32
3042,Female,Accessories,27,4.0,M,Winter,Rhode Island,No,Monthly,Credit Card,Express,Orange,No,PayPal,No,Handbag,C1,0.651586,48,79
3043,Female,Outerwear,14,2.9,L,Winter,South Dakota,No,Every 3 Months,Credit Card,Next Day Air,Turquoise,No,PayPal,No,Coat,C3,0.67928,53,27
3044,Female,Accessories,17,2.6,S,Fall,Illinois,No,Monthly,Debit Card,Store Pickup,Peach,No,Credit Card,No,Belt,C1,0.635226,45,98
3045,Female,Footwear,10,2.7,M,Winter,North Carolina,No,Quarterly,PayPal,Free Shipping,Magenta,No,Bank Transfer,No,Boots,C2,0.661378,21,67
3046,Female,Clothing,4,4.6,L,Winter,Florida,No,Bi-Weekly,Debit Card,2-Day Shipping,Black,No,PayPal,No,Socks,C3,0.613401,42,37
3047,Female,Footwear,25,3.2,M,Spring,Pennsylvania,No,Every 3 Months,Bank Transfer,Store Pickup,White,No,Cash,No,Shoes,C3,0.618838,60,49
3048,Female,Footwear,3,4.1,M,Fall,Vermont,No,Bi-Weekly,Cash,2-Day Shipping,Violet,No,PayPal,No,Sneakers,C2,0.650654,21,74
3049,Female,Accessories,47,3.9,M,Summer,Colorado,No,Fortnightly,PayPal,Standard,Olive,No,Venmo,No,Jewelry,C1,0.65676,69,93
3050,Female,Accessories,41,3.0,L,Summer,Utah,No,Bi-Weekly,Debit Card,Next Day Air,Red,No,Bank Transfer,No,Handbag,C2,0.564936,40,60
3051,Female,Outerwear,28,3.6,S,Spring,Kentucky,No,Every 3 Months,Cash,Standard,Green,No,Venmo,No,Coat,C2,0.611834,31,76
3052,Female,Accessories,49,4.6,L,Summer,Wyoming,No,Every 3 Months,Venmo,Express,Gold,No,Debit Card,No,Sunglasses,C1,0.53457,44,64
3053,Female,Footwear,7,4.5,XL,Spring,Maine,No,Fortnightly,Credit Card,Store Pickup,Olive,No,Bank Transfer,No,Shoes,C3,0.661091,48,38
3054,Female,Footwear,22,3.2,L,Winter,Maine,No,Monthly,Credit Card,Next Day Air,Brown,No,Bank Transfer,No,Shoes,C2,0.533726,32,91
3055,Female,Footwear,34,4.9,S,Summer,New Hampshire,No,Monthly,Cash,2-Day Shipping,Magenta,No,Venmo,No,Boots,C1,0.535719,42,70
3056,Female,Footwear,5,5.0,M,Fall,Kansas,No,Bi-Weekly,Bank Transfer,Standard,Violet,No,Debit Card,No,Sandals,C2,0.527893,27,22
3057,Female,Accessories,15,3.8,M,Spring,New Jersey,No,Bi-Weekly,Credit Card,Standard,Beige,No,Cash,No,Gloves,C1,0.506332,69,59
3058,Female,Accessories,26,3.4,M,Spring,North Carolina,No,Weekly,PayPal,Next Day Air,Blue,No,Bank Transfer,No,Backpack,C3,0.656528,67,22
3059,Female,Accessories,3,3.8,S,Winter,West Virginia,No,Fortnightly,Venmo,Store Pickup,Orange,No,Bank Transfer,No,Handbag,C1,0.541305,41,74
3060,Female,Clothing,42,3.2,L,Spring,Kentucky,No,Quarterly,PayPal,Express,Maroon,No,Credit Card,No,Sweater,C1,0.606617,46,71
3061,Female,Outerwear,1,4.7,S,Summer,California,No,Monthly,Credit Card,Store Pickup,Charcoal,No,Venmo,No,Coat,C1,0.645774,47,80
3062,Female,Clothing,20,4.5,L,Fall,South Dakota,No,Every 3 Months,Debit Card,Express,Olive,No,PayPal,No,T-shirt,C2,0.635245,33,59
3063,Female,Accessories,39,3.3,L,Fall,California,No,Monthly,Bank Transfer,Standard,Green,No,PayPal,No,Backpack,C1,0.667179,51,96
3064,Female,Accessories,24,3.9,L,Winter,Connecticut,No,Fortnightly,Debit Card,Store Pickup,Brown,No,Credit Card,No,Sunglasses,C2,0.623674,26,43
3065,Female,Accessories,49,3.6,S,Winter,Idaho,No,Quarterly,Debit Card,Express,Cyan,No,Bank Transfer,No,Belt,C2,0.646181,22,76
3066,Female,Outerwear,7,2.8,M,Fall,North Dakota,No,Bi-Weekly,Debit Card,Store Pickup,Beige,No,Venmo,No,Jacket,C3,0.507764,49,59
3067,Female,Clothing,13,4.3,L,Summer,Michigan,No,Every 3 Months,Cash,Free Shipping,Teal,No,Venmo,No,Skirt,C3,0.630316,58,48
3068,Female,Accessories,2,3.5,S,Spring,Missouri,No,Weekly,Bank Transfer,Free Shipping,Gray,No,Cash,No,Belt,C3,0.646911,70,22
3069,Female,Footwear,4,4.2,M,Winter,California,No,Weekly,Bank Transfer,Express,Indigo,No,Debit Card,No,Boots,C2,0.564453,32,40
3070,Female,Clothing,17,4.6,L,Spring,Delaware,No,Quarterly,Venmo,Express,Magenta,No,Debit Card,No,Jeans,C1,0.641961,62,73
3071,Female,Footwear,43,2.6,XL,Fall,Alabama,No,Bi-Weekly,Debit Card,Free Shipping,Red,No,PayPal,No,Shoes,C3,0.676331,52,26
3072,Female,Clothing,6,3.4,L,Spring,New Hampshire,No,Monthly,Debit Card,Next Day Air,Turquoise,No,PayPal,No,Sweater,C2,0.626126,23,41
3073,Female,Accessories,46,3.1,L,Spring,New York,No,Quarterly,Venmo,Standard,Peach,No,PayPal,No,Jewelry,C2,0.561188,26,98
3074,Female,Clothing,7,3.6,L,Winter,Oregon,No,Bi-Weekly,PayPal,Free Shipping,White,No,Debit Card,No,Shirt,C1,0.563058,58,63
3075,Female,Footwear,34,4.2,L,Winter,Massachusetts,No,Fortnightly,Bank Transfer,Next Day Air,Maroon,No,Debit Card,No,Boots,C2,0.65572,26,55
3076,Female,Clothing,21,3.6,XL,Winter,Utah,No,Every 3 Months,Credit Card,Standard,Beige,No,PayPal,No,Shorts,C1,0.681457,54,90
3077,Female,Accessories,13,3.6,M,Summer,New Hampshire,No,Bi-Weekly,Credit Card,Express,Blue,No,Venmo,No,Handbag,C3,0.617736,66,46
3078,Female,Clothing,33,3.0,S,Spring,Illinois,No,Bi-Weekly,Venmo,Store Pickup,Red,No,Debit Card,No,Sweater,C1,0.679733,60,88
3079,Female,Accessories,24,2.5,M,Spring,Alaska,No,Bi-Weekly,Bank Transfer,2-Day Shipping,Blue,No,Bank Transfer,No,Belt,C2,0.516163,32,95
3080,Female,Accessories,4,4.0,M,Fall,Wyoming,No,Annually,Credit Card,Store Pickup,Maroon,No,Bank Transfer,No,Belt,C3,0.666183,48,31
3081,Female,Clothing,5,4.1,L,Spring,Colorado,No,Bi-Weekly,PayPal,Next Day Air,Yellow,No,Cash,No,Hoodie,C3,0.622803,69,42
3082,Female,Footwear,11,4.9,L,Winter,Vermont,No,Weekly,Debit Card,Next Day Air,Pink,No,Credit Card,No,Sneakers,C3,0.635577,64,44
3083,Female,Clothing,20,4.0,M,Spring,Utah,No,Annually,Venmo,Next Day Air,Maroon,No,Bank Transfer,No,T-shirt,C1,0.67297,56,99
3084,Female,Clothing,28,3.5,S,Summer,Illinois,No,Quarterly,Venmo,Store Pickup,Purple,No,PayPal,No,Pants,C2,0.553089,22,20
3085,Female,Accessories,43,3.2,S,Spring,Idaho,No,Monthly,Bank Transfer,Store Pickup,Indigo,No,PayPal,No,Scarf,C3,0.650141,46,37
3086,Female,Clothing,10,2.8,L,Winter,Nevada,No,Every 3 Months,Credit Card,Store Pickup,Gray,No,Venmo,No,Sweater,C2,0.648686,24,50
3087,Female,Accessories,26,3.5,M,Summer,Utah,No,Every 3 Months,Debit Card,Next Day Air,Lavender,No,Venmo,No,Handbag,C1,0.626184,47,73
3088,Female,Clothing,29,3.1,M,Spring,North Carolina,No,Monthly,Cash,Free Shipping,Charcoal,No,Bank Transfer,No,Shirt,C1,0.672944,62,84
3089,Female,Clothing,35,3.3,M,Spring,Arkansas,No,Quarterly,PayPal,Store Pickup,Teal,No,Bank Transfer,No,Dress,C2,0.624101,34,64
3090,Female,Footwear,23,4.6,L,Fall,North Carolina,No,Bi-Weekly,Debit Card,Free Shipping,Blue,No,Cash,No,Sandals,C3,0.664751,50,21
3091,Female,Clothing,15,4.9,M,Summer,Texas,No,Quarterly,PayPal,Store Pickup,Peach,No,Bank Transfer,No,Shirt,C2,0.575207,29,36
3092,Female,Clothing,46,3.4,L,Winter,Nevada,No,Annually,Bank Transfer,2-Day Shipping,Orange,No,Credit Card,No,Dress,C1,0.648558,68,81
3093,Female,Accessories,14,3.5,L,Fall,Utah,No,Bi-Weekly,Cash,Next Day Air,Silver,No,Bank Transfer,No,Sunglasses,C3,0.580003,52,54
3094,Female,Clothing,17,4.8,L,Summer,Pennsylvania,No,Every 3 Months,Bank Transfer,Store Pickup,Red,No,Cash,No,Socks,C2,0.654928,29,63
3095,Female,Footwear,9,2.7,M,Summer,Georgia,No,Weekly,Bank Transfer,Store Pickup,Gray,No,Cash,No,Sandals,C2,0.664668,22,59
3096,Female,Accessories,13,3.4,S,Fall,Minnesota,No,Fortnightly,Cash,Standard,Beige,No,Venmo,No,Hat,C3,0.577307,62,53
3097,Female,Clothing,20,3.5,L,Winter,Kansas,No,Monthly,PayPal,Next Day Air,White,No,Bank Transfer,No,Shirt,C1,0.54874,69,63
3098,Female,Footwear,39,3.7,M,Fall,Delaware,No,Quarterly,Debit Card,Free Shipping,Silver,No,Bank Transfer,No,Shoes,C3,0.665791,48,33
3099,Female,Clothing,50,3.3,L,Summer,New Mexico,No,Quarterly,Bank Transfer,Next Day Air,Cyan,No,Bank Transfer,No,Pants,C1,0.564748,66,64
3100,Female,Clothing,21,2.9,S,Fall,Michigan,No,Bi-Weekly,Venmo,Free Shipping,Maroon,No,Bank Transfer,No,Shirt,C1,0.612481,42,98
3101,Female,Accessories,3,3.9,L,Winter,Vermont,No,Weekly,Venmo,Express,Purple,No,Bank Transfer,No,Hat,C1,0.669842,50,85
3102,Female,Accessories,9,2.7,S,Summer,Idaho,No,Fortnightly,PayPal,Express,Brown,No,PayPal,No,Jewelry,C2,0.576549,32,82
3103,Female,Outerwear,29,4.3,M,Summer,South Dakota,No,Bi-Weekly,Bank Transfer,Standard,Green,No,Cash,No,Jacket,C1,0.674092,51,85
3104,Female,Clothing,42,3.0,S,Winter,Illinois,No,Weekly,PayPal,2-Day Shipping,Peach,No,Bank Transfer,No,Shirt,C2,0.595108,27,37
3105,Female,Clothing,41,5.0,S,Summer,Georgia,No,Fortnightly,PayPal,2-Day Shipping,Turquoise,No,Debit Card,No,Pants,C2,0.483198,43,56
3106,Female,Clothing,17,2.7,M,Fall,Oregon,No,Monthly,Debit Card,Express,Olive,No,Debit Card,No,Skirt,C3,0.665791,48,33
3107,Female,Footwear,20,4.7,M,Winter,Alabama,No,Annually,Venmo,Next Day Air,Yellow,No,PayPal,No,Sandals,C3,0.526932,62,57
3108,Female,Clothing,18,4.6,L,Winter,Hawaii,No,Bi-Weekly,Debit Card,Standard,Gray,No,Credit Card,No,Blouse,C3,0.662126,65,31
3109,Female,Clothing,7,3.2,M,Fall,Oregon,No,Monthly,Bank Transfer,2-Day Shipping,Purple,No,PayPal,No,Socks,C1,0.619907,50,69
3110,Female,Outerwear,47,4.3,M,Winter,Illinois,No,Fortnightly,Credit Card,Free Shipping,Gray,No,Bank Transfer,No,Jacket,C1,0.679697,60,92
3111,Female,Accessories,2,4.6,L,Fall,Texas,No,Bi-Weekly,Bank Transfer,Next Day Air,Lavender,No,Bank Transfer,No,Handbag,C2,0.642593,19,46
3112,Female,Accessories,25,4.9,XL,Spring,Kansas,No,Quarterly,PayPal,Free Shipping,Indigo,No,Debit Card,No,Belt,C2,0.635253,21,81
3113,Female,Clothing,26,3.8,S,Fall,Texas,No,Annually,Cash,Express,Green,No,Venmo,No,Blouse,C2,0.592008,19,97
3114,Female,Clothing,2,2.6,L,Summer,Nebraska,No,Weekly,PayPal,Express,Green,No,Debit Card,No,Shirt,C1,0.646184,46,93
3115,Female,Accessories,45,4.7,M,Spring,Arkansas,No,Bi-Weekly,Venmo,Store Pickup,Olive,No,Venmo,No,Handbag,C2,0.660786,21,56
3116,Female,Accessories,9,4.1,M,Fall,South Dakota,No,Bi-Weekly,PayPal,Free Shipping,Charcoal,No,Bank Transfer,No,Scarf,C2,0.651709,26,53
3117,Female,Outerwear,1,3.7,L,Spring,Montana,No,Weekly,Debit Card,Store Pickup,Gray,No,Venmo,No,Coat,C1,0.592495,50,66
3118,Female,Clothing,4,3.0,M,Fall,Florida,No,Bi-Weekly,Credit Card,Free Shipping,Olive,No,PayPal,No,Hoodie,C3,0.562523,43,50
3119,Female,Clothing,31,4.7,L,Summer,Virginia,No,Quarterly,Venmo,Standard,Blue,No,Debit Card,No,Shorts,C1,0.675226,61,97
3120,Female,Footwear,21,4.7,XL,Winter,Louisiana,No,Every 3 Months,Cash,2-Day Shipping,Silver,No,Credit Card,No,Sandals,C1,0.661138,63,79
3121,Female,Clothing,32,4.0,M,Fall,Louisiana,No,Fortnightly,Venmo,Store Pickup,Magenta,No,Debit Card,No,Shirt,C1,0.626251,46,76
3122,Female,Clothing,16,2.6,L,Fall,Louisiana,No,Weekly,Credit Card,Standard,Black,No,Venmo,No,Hoodie,C3,0.658965,63,38
3123,Female,Clothing,34,3.0,M,Fall,Georgia,No,Fortnightly,Debit Card,Express,Pink,No,Credit Card,No,Socks,C2,0.637722,23,45
3124,Female,Accessories,40,3.3,XL,Fall,Iowa,No,Bi-Weekly,PayPal,Next Day Air,Red,No,Venmo,No,Handbag,C1,0.666582,57,77
3125,Female,Accessories,4,3.4,M,Summer,California,No,Every 3 Months,Venmo,Standard,Peach,No,Cash,No,Jewelry,C3,0.608226,57,51
3126,Female,Outerwear,3,4.0,L,Spring,Oregon,No,Quarterly,Venmo,Standard,Lavender,No,Cash,No,Coat,C3,0.527251,33,26
3127,Female,Accessories,28,2.6,L,Winter,Maine,No,Bi-Weekly,PayPal,Store Pickup,Lavender,No,Bank Transfer,No,Sunglasses,C1,0.663193,57,76
3128,Female,Accessories,43,3.4,M,Winter,Louisiana,No,Every 3 Months,Credit Card,Free Shipping,Beige,No,Credit Card,No,Gloves,C1,0.679238,55,94
3129,Female,Outerwear,20,4.4,S,Fall,Arkansas,No,Annually,PayPal,Standard,Indigo,No,Cash,No,Jacket,C3,0.661359,65,32
3130,Female,Footwear,40,4.7,S,Summer,Maryland,No,Every 3 Months,PayPal,Express,Cyan,No,Venmo,No,Sandals,C3,0.670887,60,20
3131,Female,Clothing,34,4.5,M,Summer,Vermont,No,Every 3 Months,PayPal,Store Pickup,Yellow,No,Venmo,No,Pants,C3,0.668092,52,20
3132,Female,Outerwear,11,2.9,M,Fall,North Dakota,No,Every 3 Months,Cash,Store Pickup,Peach,No,Bank Transfer,No,Jacket,C2,0.628103,34,59
3133,Female,Clothing,26,4.2,M,Summer,Michigan,No,Quarterly,Cash,Express,Yellow,No,Cash,No,Sweater,C2,0.494402,33,97
3134,Female,Clothing,29,4.1,M,Spring,Arkansas,No,Bi-Weekly,Credit Card,Next Day Air,Orange,No,Cash,No,T-shirt,C1,0.6166,58,68
3135,Female,Footwear,47,4.4,L,Spring,Kentucky,No,Weekly,Venmo,Store Pickup,Gray,No,Bank Transfer,No,Boots,C2,0.60887,35,66
3136,Female,Footwear,48,4.7,L,Spring,Indiana,No,Fortnightly,Bank Transfer,Free Shipping,Yellow,No,Venmo,No,Shoes,C1,0.655284,68,85
3137,Female,Clothing,29,3.1,M,Fall,Minnesota,No,Bi-Weekly,Bank Transfer,Next Day Air,Gray,No,Cash,No,Skirt,C3,0.678444,58,32
3138,Female,Outerwear,14,2.7,M,Spring,Louisiana,No,Monthly,Cash,2-Day Shipping,Turquoise,No,Bank Transfer,No,Coat,C2,0.561504,34,44
3139,Female,Clothing,40,4.6,L,Fall,Kentucky,No,Every 3 Months,Venmo,Next Day Air,Gray,No,Cash,No,Blouse,C1,0.650747,47,95
3140,Female,Accessories,4,4.4,M,Winter,Georgia,No,Weekly,Venmo,Next Day Air,Olive,No,Venmo,No,Sunglasses,C2,0.516503,35,85
3141,Female,Accessories,37,4.6,XL,Summer,Alaska,No,Weekly,Debit Card,Free Shipping,Peach,No,Bank Transfer,No,Gloves,C2,0.561504,34,44
3142,Female,Accessories,47,4.9,S,Winter,Mississippi,No,Bi-Weekly,Venmo,Express,Peach,No,Credit Card,No,Sunglasses,C3,0.555801,36,30
3143,Female,Footwear,1,4.0,L,Winter,Kansas,No,Quarterly,PayPal,2-Day Shipping,Magenta,No,Venmo,No,Sneakers,C2,0.551828,23,21
3144,Female,Clothing,26,2.9,M,Summer,Arizona,No,Quarterly,Debit Card,Store Pickup,Purple,No,Cash,No,Hoodie,C3,0.653487,68,22
3145,Female,Footwear,12,2.6,L,Spring,Maine,No,Quarterly,Bank Transfer,Free Shipping,Beige,No,Debit Card,No,Boots,C2,0.656869,23,70
3146,Female,Accessories,16,4.6,XL,Spring,Texas,No,Fortnightly,Debit Card,Standard,Purple,No,PayPal,No,Handbag,C3,0.680407,57,29
3147,Female,Clothing,19,4.9,S,Winter,Virginia,No,Annually,Bank Transfer,Free Shipping,Yellow,No,PayPal,No,Shirt,C2,0.63011,21,83
3148,Female,Clothing,21,4.3,M,Winter,North Dakota,No,Weekly,Cash,Express,Pink,No,Credit Card,No,Sweater,C1,0.634058,45,99
3149,Female,Clothing,15,4.3,L,Fall,West Virginia,No,Weekly,Credit Card,Free Shipping,Purple,No,Venmo,No,Shorts,C3,0.550241,37,35
3150,Female,Accessories,9,4.6,M,Winter,North Carolina,No,Annually,Debit Card,Free Shipping,Lavender,No,Venmo,No,Belt,C2,0.628534,18,40
3151,Female,Clothing,7,2.6,M,Spring,Georgia,No,Bi-Weekly,Venmo,Express,Peach,No,Bank Transfer,No,Blouse,C3,0.680085,55,25
3152,Female,Clothing,47,3.1,L,Fall,New Mexico,No,Quarterly,Cash,2-Day Shipping,Orange,No,Bank Transfer,No,T-shirt,C1,0.572771,52,64
3153,Female,Accessories,17,3.1,M,Fall,North Carolina,No,Monthly,Venmo,Store Pickup,Red,No,PayPal,No,Belt,C1,0.664938,49,90
3154,Female,Clothing,46,3.1,L,Fall,Alabama,No,Fortnightly,Bank Transfer,Next Day Air,Red,No,Venmo,No,Socks,C1,0.684104,56,88
3155,Female,Accessories,32,4.4,M,Winter,Connecticut,No,Quarterly,Venmo,Standard,Gold,No,Cash,No,Belt,C2,0.653458,27,55
3156,Female,Accessories,34,4.3,M,Fall,Montana,No,Annually,PayPal,Free Shipping,Brown,No,Cash,No,Handbag,C2,0.607674,22,90
3157,Female,Clothing,18,3.1,M,Winter,Montana,No,Monthly,Cash,2-Day Shipping,Black,No,Cash,No,Shirt,C2,0.649777,18,50
3158,Female,Accessories,5,3.1,L,Fall,Maine,No,Fortnightly,Bank Transfer,Store Pickup,Red,No,Debit Card,No,Belt,C2,0.607816,21,34
3159,Female,Accessories,44,4.9,M,Winter,Mississippi,No,Monthly,PayPal,2-Day Shipping,Gray,No,Credit Card,No,Jewelry,C2,0.615946,30,77
3160,Female,Accessories,4,2.9,L,Winter,Louisiana,No,Quarterly,PayPal,Store Pickup,Pink,No,Bank Transfer,No,Hat,C1,0.676212,62,89
3161,Female,Accessories,37,3.8,XL,Fall,Nebraska,No,Fortnightly,Debit Card,Next Day Air,Turquoise,No,Cash,No,Backpack,C2,0.591535,28,87
3162,Female,Clothing,43,4.2,S,Winter,Massachusetts,No,Monthly,Cash,2-Day Shipping,Charcoal,No,Cash,No,Dress,C1,0.645511,66,77
3163,Female,Footwear,28,3.9,L,Winter,Wisconsin,No,Quarterly,Credit Card,Standard,Blue,No,Bank Transfer,No,Shoes,C1,0.66253,66,85
3164,Female,Clothing,36,2.8,XL,Summer,Nebraska,No,Monthly,Bank Transfer,Express,Turquoise,No,Cash,No,Pants,C1,0.590325,49,66
3165,Female,Clothing,16,2.6,L,Winter,Arizona,No,Annually,Cash,Standard,Silver,No,Credit Card,No,Dress,C3,0.603156,40,32
3166,Female,Outerwear,38,3.0,M,Spring,Hawaii,No,Every 3 Months,PayPal,Store Pickup,Lavender,No,Bank Transfer,No,Jacket,C1,0.663755,49,92
3167,Female,Clothing,37,2.7,M,Winter,Georgia,No,Fortnightly,Debit Card,Next Day Air,Gold,No,Bank Transfer,No,Shirt,C2,0.638413,19,80
3168,Female,Clothing,9,2.8,M,Fall,Oregon,No,Bi-Weekly,Venmo,2-Day Shipping,Blue,No,Cash,No,Dress,C2,0.638737,24,78
3169,Female,Clothing,14,2.9,M,Spring,Montana,No,Fortnightly,Bank Transfer,2-Day Shipping,Orange,No,PayPal,No,Jeans,C3,0.507937,31,24
3170,Female,Clothing,3,3.8,M,Fall,Georgia,No,Weekly,Venmo,Free Shipping,White,No,Venmo,No,T-shirt,C2,0.619896,35,59
3171,Female,Accessories,10,4.4,XL,Spring,Rhode Island,No,Fortnightly,Debit Card,Express,Charcoal,No,Credit Card,No,Sunglasses,C3,0.643491,65,41
3172,Female,Accessories,26,3.1,M,Spring,Tennessee,No,Bi-Weekly,Credit Card,Express,Maroon,No,Bank Transfer,No,Jewelry,C3,0.653828,68,26
3173,Female,Clothing,30,3.7,M,Fall,Missouri,No,Bi-Weekly,Venmo,Standard,Olive,No,Debit Card,No,Socks,C3,0.598555,57,52
3174,Female,Clothing,32,4.9,L,Summer,Washington,No,Fortnightly,Cash,Next Day Air,Teal,No,PayPal,No,Skirt,C3,0.604861,69,46
3175,Female,Clothing,35,3.8,L,Winter,Oklahoma,No,Monthly,PayPal,Store Pickup,Orange,No,PayPal,No,Pants,C3,0.579787,45,52
3176,Female,Clothing,26,3.4,M,Fall,Connecticut,No,Every 3 Months,Debit Card,Store Pickup,Maroon,No,Debit Card,No,Socks,C2,0.532596,35,42
3177,Female,Footwear,39,4.6,XL,Spring,Arkansas,No,Monthly,Cash,2-Day Shipping,Turquoise,No,Credit Card,No,Sandals,C3,0.521275,36,37
3178,Female,Accessories,31,3.2,L,Fall,Missouri,No,Monthly,Credit Card,Standard,Beige,No,Credit Card,No,Belt,C3,0.600867,55,52
3179,Female,Footwear,28,2.7,L,Spring,Washington,No,Annually,Cash,Free Shipping,Beige,No,Credit Card,No,Sandals,C3,0.65557,66,34
3180,Female,Clothing,12,4.3,M,Spring,Idaho,No,Bi-Weekly,Debit Card,Free Shipping,Olive,No,Debit Card,No,Shorts,C1,0.683434,57,88
3181,Female,Accessories,46,3.8,L,Fall,Montana,No,Weekly,Cash,Standard,Turquoise,No,PayPal,No,Handbag,C2,0.619154,18,88
3182,Female,Outerwear,27,4.4,M,Summer,Montana,No,Every 3 Months,Cash,Free Shipping,Charcoal,No,PayPal,No,Jacket,C2,0.625086,31,51
3183,Female,Accessories,4,3.6,L,Fall,Georgia,No,Annually,PayPal,Free Shipping,Green,No,Credit Card,No,Sunglasses,C1,0.66222,50,97
3184,Female,Footwear,14,3.5,M,Winter,Mississippi,No,Every 3 Months,Debit Card,Standard,Green,No,Cash,No,Sneakers,C3,0.553899,50,56
